string,y
11101100010100111010,4.791348997114481
01111001100011010101,5.940924284709004
10000101000111001110,4.097197029386558
01011100110111101101,5.880674216652596
01010110001100100000,5.035026591956203
00010011110011101100,3.870363961172457
10110111000101111011,4.990697585555577
11011111000101110110,3.76862268868278
11110011001001000000,2.9157428298286994
11100101011111100010,3.845707855284571
10110111010111111001,4.95982362578735
11100010010001011000,3.9584768604178344
00011100011011101011,4.932633582869086
10000001010000010100,4.079791319656675
11010111101111111000,2.9113120396128562
10110110101101010010,7.063438667318905
11100111110110110111,4.1629275769958864
00110010010011100110,5.013906415030468
11111001100001111110,1.91423297954246
11110000110000110100,2.8750661485138456
01011110110001101101,5.92902148998805
00011110010011010100,5.0704642720749895
10011110000010010111,4.01555907349689
01110011000001101001,5.093679521625399
00101011101110011000,5.077033087932721
01000001011010100000,5.014081065187823
11110000010111100110,3.047348826166646
11011111000000100000,2.185524620942048
00100001110000000111,3.141565622617468
10111110111100011100,2.9697253983095746
00100100000011111110,3.098967944193589
00000010101010100010,6.058585080581794
01110101111010011100,5.113638807753974
11101101011010100101,7.067161657203591
11101110011111001100,2.902583256495701
01011101000001011111,4.83803154346273
10100000110000100010,4.057262701720509
10101001100011110110,5.190261819836983
10100000010011111010,3.922433589206003
01001011110010100110,5.981191026195035
00010001100100010001,4.896425227380479
10000011010110111101,5.117782950470566
00100000100111110000,2.769483314495648
00111001110111101111,3.773633969896419
10001111001010110000,4.037501991982015
10101101101111100100,4.991765635320864
01101000010000110111,4.952037698492619
11101100101101100100,4.969890521347659
11111010100001110001,4.053698791445636
10001100110100101111,4.958619601095034
10000110101010000101,5.890307502826689
10010100111010101010,6.907263707192703
11100100011110011111,3.0888338861996845
11110110010010011100,3.947525804503778
00110010000100110010,4.8614722416232805
10010100110100010101,7.010217832694397
11011011011001000000,4.050499472178001
10010111110110010011,5.1328960747553225
00011000111100110001,4.021790338712167
00000111110000111110,1.9340288752790329
00100110101110100100,6.047400786727703
11111010000010010111,4.072717487002044
10001010001000100101,5.99610946933362
11011111010111111100,2.9955400607274427
01111110100011100110,4.026013290493877
00000100101010000111,4.9930143501743816
11100000100011110101,4.025011390688313
10100100011111000000,2.897808667557307
11011011110001100001,3.884956223018149
01001100110101001010,6.916388862049923
00000000011001000000,2.0642210943329427
11100000011101111110,2.025879756734061
00101100111011111101,5.104023896424956
10001000111100010101,4.981330907788539
11001100111101110011,3.885635860415815
10010101110111010110,6.114455353528456
01110001001101010000,4.99812329444601
11111001011101111110,3.1283455036266528
11011011111000111010,4.059794649139218
11110111111100000101,3.218861867882284
10001101111000111110,2.9780227014286638
00110111111001011111,4.090072390508918
11100001000011011010,4.0891364106352945
10100010111111000111,3.944487365450555
01101101011010110110,6.982751768289304
01110110000011101011,4.853826165778328
01001011011011100101,6.845120386299733
00111001001000000110,4.012656880153077
01101101100000100110,5.079300707069743
00100010000111010000,4.063802403349546
00000101101111000000,3.0340024598259654
10010111000010001110,4.086301715315109
11011100101100100110,4.941030220430068
11011001000000110010,3.972746725151224
10100010100001000110,5.073752151341388
10000101110110100101,6.043311872944893
11111000010111011000,2.978981118620324
01100100110010110110,6.1320794386127915
10010101100001101110,4.870799874895288
11100001011010001111,3.948132131271141
01100100100101111111,4.971660222554375
01100110111101100000,4.081653487977377
00100010100110000110,5.000238519791523
00011000011001001001,4.873850825320939
10000001001001000110,4.051400417981607
10100111110111100110,4.10875463154669
00000111011100010111,4.073930453313302
00111100101011110010,5.061915492160549
10101111100110111110,3.8125686503258933
10101000100000010010,4.910011352325651
10100100100000111111,4.04820806086722
10110110011000000000,2.9945111815245613
11010001001111010011,5.052255760199881
01101100110101100111,5.8733657323037045
10011001100000111110,2.9938505235715116
00011001101111100110,3.8610218981103794
10000100100101111000,3.8046321437380595
00111101100001010110,5.029577908850689
01101111001100111001,5.084258879645698
01011101110010011101,6.024561642790178
01100111101100100011,4.996700351973534
10101110011100111110,3.8437985658170732
10011111001001000011,4.100610706709754
11101001111100010101,4.9955955102624054
01100100001010100100,6.195956200520577
11111100000001010100,3.094231430827697
01001000001000011101,4.799487457334785
10010111100001111110,3.0755049680255886
11001010000000001110,2.8603464762426842
10000100101000001011,4.924050450957093
11110100010011101110,3.974924332323985
01100100110011011011,5.99059375496374
10111111110111111000,2.039756521561747
10110100000001100100,3.8977144959195784
10111100011110000110,2.8849307995743354
10111110110001100111,4.060060520173308
11000111110011001011,3.9986749732065974
01110010110101111010,6.017437304870152
00011000001001100011,3.780631664830534
01011001011011101001,6.9822862616684676
00010010001000111010,4.910927081693851
01000010000001000011,3.907937362698313
10100100010001011011,6.092193480422457
10101101101110100111,5.890432877102748
11011010100011100000,3.890710339367397
01001111110110010010,4.966898939659825
01111001000110000100,4.0450288830647345
10000101010100000111,4.911598527025191
10010100100010111110,5.123414403578006
00001001011000111011,5.144984752536122
00101110011110000010,3.9118552933531534
11111111001111000111,1.9754918244423145
00010111011011110111,4.922132452734239
00111001101000100110,4.831461789512877
00000100110011011010,5.0303011050456155
00010011001011111111,4.073359486822937
00100010101110100111,6.201186426312656
00011101010110110000,4.910259049636866
11110010111111101100,3.133623509081262
00100011101100000000,3.134235369125795
11001000010101101111,5.019785330956715
